#iterations	mean Measure
1	0.002060305299515212
501	5.054831299083622E-4
1001	4.1502009892990555E-4
1501	4.4046622668785364E-4
2001	4.493327341517119E-4
2501	3.611758802034768E-4
3001	3.027523735418868E-4
3501	3.1095763715942917E-4
3501	3.1095763715942917E-4
3501	3.1095763715942917E-4
3501	3.1095763715942917E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4001	2.7362471852564874E-4
4501	2.815646434130671E-4
5001	2.543047401291704E-4
5501	2.615194248558399E-4
6001	2.4026628094568872E-4
6501	2.454421702725498E-4
7001	2.347456910179718E-4
7501	2.3168106924710392E-4
8001	2.3155726180756341E-4
8501	2.1906612052905626E-4
9001	2.2308233179347533E-4
9501	2.2067156089884346E-4
