Description	Target	Measure	E11	E10	E01
["""col_1952""" = 0]	[Target]	0.0	0.0	1130.0	0.0
["""col_1717""" = 2], ["""col_1830""" = 4]	[Target]	0.0	0.0	241.0	0.0
["""col_1490""" = 1], ["""col_1972""" = 0]	[Target]	0.0	0.0	233.0	0.0
["""col_1341""" = 1], ["""col_1863""" = 0]	[Target]	0.0	0.0	221.0	0.0
["""col_1224""" = 3], ["""col_1267""" = 1]	[Target]	0.0	0.0	209.0	0.0
["""col_595""" = 3], ["""col_1791""" = 1]	[Target]	0.0	0.0	221.0	0.0
["""col_271""" = 2], ["""col_802""" = 1], ["""col_1755""" = 3]	[Target]	0.0	0.0	44.0	0.0
["""col_131""" = 1], ["""col_905""" = 2]	[Target]	0.0	0.0	252.0	0.0
["""col_1138""" = 3], ["""col_1801""" = 1]	[Target]	0.0	0.0	229.0	0.0
["""col_406""" = 1], ["""col_1918""" = 3]	[Target]	0.0	0.0	214.0	0.0
["""col_824""" = 4], ["""col_1901""" = 2]	[Target]	0.0	0.0	221.0	0.0
["""col_231""" = 1], ["""col_639""" = 2]	[Target]	0.0	0.0	207.0	0.0
["""col_333""" = 3], ["""col_555""" = 0]	[Target]	0.0	0.0	244.0	0.0
["""col_310""" = 3], ["""col_616""" = 0]	[Target]	0.0	0.0	253.0	0.0
["""col_171""" = 1], ["""col_841""" = 2]	[Target]	0.0	0.0	217.0	0.0
["""col_290""" = 1], ["""col_1787""" = 2]	[Target]	0.0	0.0	217.0	0.0
["""col_897""" = 0], ["""col_1958""" = 3]	[Target]	0.0	0.0	210.0	0.0
["""col_445""" = 2], ["""col_1387""" = 3]	[Target]	0.0	0.0	230.0	0.0
["""col_1261""" = 1], ["""col_1423""" = 0]	[Target]	0.0	0.0	223.0	0.0
["""col_98""" = 4], ["""col_1795""" = 2]	[Target]	0.0	0.0	228.0	0.0
["""col_84""" = 3], ["""col_1253""" = 3]	[Target]	0.0	0.0	227.0	0.0
["""col_1510""" = 1], ["""col_1819""" = 2]	[Target]	0.0	0.0	240.0	0.0
["""col_769""" = 1], ["""col_819""" = 3]	[Target]	0.0	0.0	237.0	0.0
["""col_1009""" = 4], ["""col_1028""" = 3]	[Target]	0.0	0.0	216.0	0.0
["""col_150""" = 4], ["""col_669""" = 4]	[Target]	0.0	0.0	208.0	0.0
["""col_637""" = 2], ["""col_1731""" = 0]	[Target]	0.0	0.0	221.0	0.0
["""col_713""" = 1], ["""col_1786""" = 4]	[Target]	0.0	0.0	220.0	0.0
["""col_26""" = 2], ["""col_543""" = 4]	[Target]	0.0	0.0	215.0	0.0
["""col_1003""" = 4], ["""col_1015""" = 2]	[Target]	0.0	0.0	244.0	0.0
["""col_554""" = 2], ["""col_1723""" = 3]	[Target]	0.0	0.0	227.0	0.0
["""col_723""" = 0], ["""col_1689""" = 3]	[Target]	0.0	0.0	230.0	0.0
["""col_158""" = 3], ["""col_545""" = 2]	[Target]	0.0	0.0	240.0	0.0
["""col_205""" = 4], ["""col_470""" = 4], ["""col_953""" = 3]	[Target]	0.0	0.0	38.0	0.0
["""col_152""" = 4], ["""col_497""" = 1]	[Target]	0.0	0.0	218.0	0.0
["""col_956""" = 2], ["""col_1759""" = 0]	[Target]	0.0	0.0	225.0	0.0
["""col_1503""" = 1], ["""col_1610""" = 1]	[Target]	0.0	0.0	223.0	0.0
["""col_11""" = 0], ["""col_1688""" = 1]	[Target]	0.0	0.0	218.0	0.0
["""col_541""" = 0], ["""col_1314""" = 0]	[Target]	0.0	0.0	211.0	0.0
["""col_291""" = 2], ["""col_428""" = 1], ["""col_1069""" = 4], ["""col_1127""" = 0]	[Target]	0.0	0.0	15.0	0.0
["""col_1171""" = 3], ["""col_1555""" = 4]	[Target]	0.0	0.0	245.0	0.0
["""col_686""" = 0], ["""col_1136""" = 1]	[Target]	0.0	0.0	245.0	0.0
["""col_83""" = 1], ["""col_446""" = 1]	[Target]	0.0	0.0	221.0	0.0
["""col_540""" = 1], ["""col_1186""" = 1]	[Target]	0.0	0.0	231.0	0.0
["""col_311""" = 0], ["""col_414""" = 2], ["""col_1375""" = 3]	[Target]	0.0	0.0	43.0	0.0
["""col_698""" = 0], ["""col_1004""" = 2]	[Target]	0.0	0.0	247.0	0.0
["""col_1283""" = 2], ["""col_1574""" = 2]	[Target]	0.0	0.0	242.0	0.0
["""col_679""" = 3], ["""col_1215""" = 1]	[Target]	0.0	0.0	201.0	0.0
["""col_987""" = 4], ["""col_1160""" = 1], ["""col_1622""" = 0]	[Target]	0.0	0.0	43.0	0.0
["""col_207""" = 3], ["""col_955""" = 1]	[Target]	0.0	0.0	216.0	0.0
["""col_466""" = 4], ["""col_1507""" = 1]	[Target]	0.0	0.0	231.0	0.0
