Description	Target	Measure	E11	E10	E01
["""col_1801""" = 2]	[Target]	0.0	0.0	1113.0	0.0
["""col_665""" = 3], ["""col_1024""" = 1]	[Target]	0.0	0.0	234.0	0.0
["""col_492""" = 4]	[Target]	0.0	0.0	1063.0	0.0
["""col_1162""" = 2]	[Target]	0.0	0.0	1057.0	0.0
["""col_314""" = 2]	[Target]	0.0	0.0	1127.0	0.0
["""col_1724""" = 3]	[Target]	0.0	0.0	1118.0	0.0
["""col_378""" = 2], ["""col_818""" = 2]	[Target]	0.0	0.0	236.0	0.0
["""col_835""" = 1]	[Target]	0.0	0.0	1124.0	0.0
["""col_332""" = 2], ["""col_431""" = 0], ["""col_1210""" = 3], ["""col_1422""" = 4]	[Target]	0.0	0.0	16.0	0.0
["""col_440""" = 2]	[Target]	0.0	0.0	1128.0	0.0
["""col_672""" = 1], ["""col_1889""" = 1]	[Target]	0.0	0.0	241.0	0.0
["""col_1363""" = 0]	[Target]	0.0	0.0	1141.0	0.0
["""col_1438""" = 4]	[Target]	0.0	0.0	1077.0	0.0
["""col_287""" = 1], ["""col_312""" = 0], ["""col_1976""" = 3]	[Target]	0.0	0.0	50.0	0.0
["""col_889""" = 0]	[Target]	0.0	0.0	1108.0	0.0
["""col_1287""" = 2]	[Target]	0.0	0.0	1112.0	0.0
["""col_1177""" = 0]	[Target]	0.0	0.0	1128.0	0.0
["""col_95""" = 0]	[Target]	0.0	0.0	1114.0	0.0
["""col_1454""" = 4]	[Target]	0.0	0.0	1114.0	0.0
["""col_1223""" = 4]	[Target]	0.0	0.0	1141.0	0.0
["""col_385""" = 1], ["""col_477""" = 0], ["""col_1143""" = 1]	[Target]	0.0	0.0	33.0	0.0
["""col_498""" = 4]	[Target]	0.0	0.0	1110.0	0.0
["""col_679""" = 1], ["""col_685""" = 4], ["""col_991""" = 0]	[Target]	0.0	0.0	43.0	0.0
["""col_1267""" = 1]	[Target]	0.0	0.0	1091.0	0.0
["""col_290""" = 1]	[Target]	0.0	0.0	1140.0	0.0
["""col_118""" = 2]	[Target]	0.0	0.0	1093.0	0.0
["""col_279""" = 3]	[Target]	0.0	0.0	1128.0	0.0
["""col_327""" = 1], ["""col_812""" = 2]	[Target]	0.0	0.0	206.0	0.0
["""col_1158""" = 3]	[Target]	0.0	0.0	1168.0	0.0
["""col_1614""" = 3]	[Target]	0.0	0.0	1085.0	0.0
["""col_559""" = 1], ["""col_1090""" = 2], ["""col_1450""" = 1]	[Target]	0.0	0.0	36.0	0.0
["""col_1040""" = 2]	[Target]	0.0	0.0	1128.0	0.0
["""col_775""" = 4]	[Target]	0.0	0.0	1181.0	0.0
["""col_940""" = 3]	[Target]	0.0	0.0	1160.0	0.0
["""col_25""" = 2], ["""col_607""" = 3], ["""col_1952""" = 0]	[Target]	0.0	0.0	45.0	0.0
["""col_1276""" = 2]	[Target]	0.0	0.0	1126.0	0.0
["""col_1049""" = 0]	[Target]	0.0	0.0	1085.0	0.0
["""col_320""" = 2], ["""col_427""" = 0], ["""col_1512""" = 1], ["""col_1930""" = 1]	[Target]	0.0	0.0	14.0	0.0
["""col_677""" = 4]	[Target]	0.0	0.0	1214.0	0.0
["""col_1161""" = 4]	[Target]	0.0	0.0	1126.0	0.0
["""col_230""" = 4], ["""col_1049""" = 4], ["""col_1715""" = 2]	[Target]	0.0	0.0	43.0	0.0
["""col_523""" = 1], ["""col_634""" = 0], ["""col_1707""" = 0], ["""col_1818""" = 2]	[Target]	0.0	0.0	10.0	0.0
["""col_651""" = 0]	[Target]	0.0	0.0	1150.0	0.0
["""col_891""" = 4]	[Target]	0.0	0.0	1103.0	0.0
["""col_1660""" = 4]	[Target]	0.0	0.0	1105.0	0.0
["""col_606""" = 1]	[Target]	0.0	0.0	1100.0	0.0
["""col_1149""" = 4]	[Target]	0.0	0.0	1105.0	0.0
["""col_908""" = 3]	[Target]	0.0	0.0	1177.0	0.0
["""col_1036""" = 0]	[Target]	0.0	0.0	1147.0	0.0
["""col_183""" = 2], ["""col_724""" = 3], ["""col_1101""" = 1]	[Target]	0.0	0.0	47.0	0.0
