Description	Target	Measure	E11	E10	E01
["""col_842""" = 3]	[Target]	0.0	0.0	1153.0	0.0
["""col_43""" = 2]	[Target]	0.0	0.0	1090.0	0.0
["""col_385""" = 3], ["""col_531""" = 3], ["""col_1124""" = 3], ["""col_1243""" = 1]	[Target]	0.0	0.0	12.0	0.0
["""col_459""" = 1], ["""col_956""" = 2], ["""col_1505""" = 1]	[Target]	0.0	0.0	38.0	0.0
["""col_1535""" = 0]	[Target]	0.0	0.0	1096.0	0.0
["""col_1181""" = 2]	[Target]	0.0	0.0	1155.0	0.0
["""col_1041""" = 4], ["""col_1765""" = 2], ["""col_1903""" = 2]	[Target]	0.0	0.0	53.0	0.0
["""col_138""" = 0]	[Target]	0.0	0.0	1179.0	0.0
["""col_959""" = 1]	[Target]	0.0	0.0	1131.0	0.0
["""col_1404""" = 2]	[Target]	0.0	0.0	1156.0	0.0
["""col_1967""" = 0]	[Target]	0.0	0.0	1148.0	0.0
["""col_363""" = 0], ["""col_699""" = 4], ["""col_1761""" = 2]	[Target]	0.0	0.0	59.0	0.0
["""col_744""" = 4]	[Target]	0.0	0.0	1098.0	0.0
["""col_1293""" = 4], ["""col_1740""" = 4]	[Target]	0.0	0.0	212.0	0.0
["""col_1448""" = 4]	[Target]	0.0	0.0	1094.0	0.0
["""col_899""" = 3]	[Target]	0.0	0.0	1128.0	0.0
["""col_616""" = 4]	[Target]	0.0	0.0	1035.0	0.0
["""col_906""" = 2], ["""col_1343""" = 3], ["""col_1348""" = 1]	[Target]	0.0	0.0	43.0	0.0
["""col_467""" = 1]	[Target]	0.0	0.0	1058.0	0.0
["""col_1447""" = 0]	[Target]	0.0	0.0	1129.0	0.0
["""col_801""" = 0]	[Target]	0.0	0.0	1130.0	0.0
["""col_1444""" = 4]	[Target]	0.0	0.0	1094.0	0.0
["""col_404""" = 0]	[Target]	0.0	0.0	1077.0	0.0
["""col_805""" = 3]	[Target]	0.0	0.0	1149.0	0.0
["""col_891""" = 2], ["""col_1531""" = 1], ["""col_1777""" = 2], ["""col_1954""" = 3]	[Target]	0.0	0.0	13.0	0.0
["""col_171""" = 0]	[Target]	0.0	0.0	1123.0	0.0
["""col_473""" = 1], ["""col_907""" = 1], ["""col_1079""" = 3]	[Target]	0.0	0.0	45.0	0.0
["""col_399""" = 1]	[Target]	0.0	0.0	1147.0	0.0
["""col_774""" = 0], ["""col_1200""" = 0]	[Target]	0.0	0.0	223.0	0.0
["""col_1814""" = 2]	[Target]	0.0	0.0	1100.0	0.0
["""col_715""" = 2]	[Target]	0.0	0.0	1136.0	0.0
["""col_1541""" = 0]	[Target]	0.0	0.0	1154.0	0.0
["""col_1433""" = 4]	[Target]	0.0	0.0	1089.0	0.0
["""col_960""" = 0]	[Target]	0.0	0.0	1110.0	0.0
["""col_510""" = 1]	[Target]	0.0	0.0	1109.0	0.0
["""col_1968""" = 2]	[Target]	0.0	0.0	1121.0	0.0
["""col_1690""" = 0]	[Target]	0.0	0.0	1104.0	0.0
["""col_487""" = 4], ["""col_1684""" = 2]	[Target]	0.0	0.0	218.0	0.0
["""col_922""" = 0]	[Target]	0.0	0.0	1113.0	0.0
["""col_1345""" = 4]	[Target]	0.0	0.0	1148.0	0.0
["""col_1213""" = 4]	[Target]	0.0	0.0	1146.0	0.0
["""col_882""" = 3], ["""col_1379""" = 3]	[Target]	0.0	0.0	214.0	0.0
["""col_221""" = 0]	[Target]	0.0	0.0	1105.0	0.0
["""col_1155""" = 4]	[Target]	0.0	0.0	1196.0	0.0
["""col_1537""" = 0]	[Target]	0.0	0.0	1117.0	0.0
["""col_924""" = 3]	[Target]	0.0	0.0	1109.0	0.0
["""col_149""" = 3], ["""col_1446""" = 4], ["""col_1662""" = 3]	[Target]	0.0	0.0	57.0	0.0
["""col_948""" = 0]	[Target]	0.0	0.0	1086.0	0.0
["""col_762""" = 0], ["""col_1264""" = 3], ["""col_1286""" = 1], ["""col_1851""" = 2]	[Target]	0.0	0.0	14.0	0.0
["""col_345""" = 0]	[Target]	0.0	0.0	1138.0	0.0
