Description	Target	Measure	E11	E10	E01
["""col_1692""" = 2]	[Target]	0.0	0.0	1178.0	0.0
["""col_500""" = 0]	[Target]	0.0	0.0	1117.0	0.0
["""col_956""" = 0]	[Target]	0.0	0.0	1103.0	0.0
["""col_847""" = 4]	[Target]	0.0	0.0	1084.0	0.0
["""col_1267""" = 2], ["""col_1585""" = 1], ["""col_1955""" = 1]	[Target]	0.0	0.0	51.0	0.0
["""col_1585""" = 1], ["""col_1955""" = 1]	[Target]	0.0	0.0	200.0	0.0
["""col_1585""" = 1]	[Target]	0.0	0.0	1106.0	0.0
["""col_136""" = 4], ["""col_684""" = 4]	[Target]	0.0	0.0	205.0	0.0
["""col_136""" = 4]	[Target]	0.0	0.0	1125.0	0.0
["""col_1122""" = 1]	[Target]	0.0	0.0	1091.0	0.0
["""col_351""" = 3]	[Target]	0.0	0.0	1178.0	0.0
["""col_843""" = 2]	[Target]	0.0	0.0	1139.0	0.0
["""col_391""" = 2], ["""col_1668""" = 3], ["""col_1870""" = 0]	[Target]	0.0	0.0	55.0	0.0
["""col_391""" = 2]	[Target]	0.0	0.0	1109.0	0.0
["""col_644""" = 3]	[Target]	0.0	0.0	1205.0	0.0
["""col_1900""" = 2]	[Target]	0.0	0.0	1116.0	0.0
["""col_1568""" = 0]	[Target]	0.0	0.0	1113.0	0.0
["""col_148""" = 3], ["""col_526""" = 0], ["""col_948""" = 4], ["""col_1227""" = 4]	[Target]	0.0	0.0	12.0	0.0
["""col_1227""" = 4]	[Target]	0.0	0.0	1099.0	0.0
["""col_137""" = 4]	[Target]	0.0	0.0	1106.0	0.0
["""col_373""" = 3]	[Target]	0.0	0.0	1168.0	0.0
["""col_1414""" = 3]	[Target]	0.0	0.0	1142.0	0.0
["""col_1737""" = 4]	[Target]	0.0	0.0	1139.0	0.0
["""col_1747""" = 1]	[Target]	0.0	0.0	1178.0	0.0
["""col_1536""" = 2]	[Target]	0.0	0.0	1101.0	0.0
["""col_1289""" = 1]	[Target]	0.0	0.0	1169.0	0.0
["""col_1645""" = 4]	[Target]	0.0	0.0	1152.0	0.0
["""col_1068""" = 4]	[Target]	0.0	0.0	1078.0	0.0
["""col_508""" = 4]	[Target]	0.0	0.0	1103.0	0.0
["""col_740""" = 3]	[Target]	0.0	0.0	1117.0	0.0
["""col_1769""" = 1]	[Target]	0.0	0.0	1158.0	0.0
["""col_281""" = 0]	[Target]	0.0	0.0	1094.0	0.0
["""col_48""" = 4], ["""col_209""" = 4], ["""col_1778""" = 2]	[Target]	0.0	0.0	40.0	0.0
["""col_48""" = 4]	[Target]	0.0	0.0	1116.0	0.0
["""col_1989""" = 1]	[Target]	0.0	0.0	1101.0	0.0
["""col_1586""" = 3], ["""col_1601""" = 4], ["""col_1641""" = 0]	[Target]	0.0	0.0	42.0	0.0
["""col_1586""" = 3]	[Target]	0.0	0.0	1079.0	0.0
["""col_310""" = 2], ["""col_682""" = 0]	[Target]	0.0	0.0	208.0	0.0
["""col_310""" = 2]	[Target]	0.0	0.0	1046.0	0.0
["""col_1147""" = 2], ["""col_1492""" = 1], ["""col_1865""" = 4]	[Target]	0.0	0.0	50.0	0.0
["""col_1865""" = 4]	[Target]	0.0	0.0	1083.0	0.0
["""col_953""" = 4]	[Target]	0.0	0.0	1076.0	0.0
["""col_1667""" = 1]	[Target]	0.0	0.0	1140.0	0.0
["""col_812""" = 0]	[Target]	0.0	0.0	1194.0	0.0
["""col_452""" = 3], ["""col_878""" = 3], ["""col_1344""" = 3]	[Target]	0.0	0.0	38.0	0.0
["""col_452""" = 3]	[Target]	0.0	0.0	1084.0	0.0
["""col_1729""" = 3]	[Target]	0.0	0.0	1115.0	0.0
["""col_454""" = 0]	[Target]	0.0	0.0	1112.0	0.0
["""col_229""" = 2], ["""col_886""" = 3], ["""col_1647""" = 2]	[Target]	0.0	0.0	46.0	0.0
["""col_1647""" = 2]	[Target]	0.0	0.0	1162.0	0.0
