#iterations	mean Measure
1	0.0
501	-0.002907349753125941
1001	-0.0030928069167291653
1501	-0.0032851327875374385
2001	-0.0026790713594478806
2501	-0.0022136424476796395
3001	-0.0019148553326563285
3501	-0.001712076624026312
4001	-0.0015477092800758642
4001	-0.0015477092800758642
4501	-0.001427054115607783
5001	-0.0013309474610053954
5501	-0.0012492503141536247
6001	-0.0011838314611845656
6501	-0.001131628680116652
7001	-0.0010826102281497893
7501	-0.0010436750585014652
8001	-0.0010077066894362346
8001	-0.0010077066894362346
8501	-9.803132068617485E-4
9001	-9.542886569137474E-4
9501	-9.308575874675244E-4
