#iterations	mean Measure
1	-0.4479762209482473
501	-0.27607584036871535
1001	-0.2767051004695714
1501	-0.27223659961981966
2001	-0.26326905297649
2001	-0.26326905297649
2501	-0.2573289056102968
3001	-0.2557326182805871
3501	-0.2566298763800581
3501	-0.2566298763800581
3501	-0.2566298763800581
4001	-0.25663506581677814
4501	-0.2577650523665971
5001	-0.25736896970199613
5501	-0.2575417151419618
6001	-0.2587110251203947
6001	-0.2587110251203947
6501	-0.258380318125331
7001	-0.25924238170050956
7501	-0.26024464450988544
8001	-0.2603364664597113
8501	-0.2614363862430551
8501	-0.2614363862430551
9001	-0.2613160800039455
9501	-0.26244274770178344
10001	-0.2628456472700563
10001	-0.2628456472700563
10501	-0.2632059247832682
11001	-0.26430713862183797
11501	-0.26477142466054465
12001	-0.26525243740917653
12501	-0.26565933358613747
13001	-0.2664158502839729
13501	-0.26682009539126456
14001	-0.2675234775588644
14501	-0.2681715047166161
15001	-0.26807070833094737
15501	-0.2688172249143635
16001	-0.26920252697633174
16501	-0.26922610550519116
17001	-0.26964581348830213
17501	-0.26978825741883256
17501	-0.26978825741883256
18001	-0.2701529829371248
18501	-0.2705250246716372
18501	-0.2705250246716372
19001	-0.27060697146833096
19001	-0.27060697146833096
19501	-0.27098815604860876
20001	-0.27082478709665875
20501	-0.27129975534620193
21001	-0.2712848059264628
21501	-0.2715319307730537
22001	-0.27166283076570524
22501	-0.2718507216226376
22501	-0.2718507216226376
22501	-0.2718507216226376
22501	-0.2718507216226376
22501	-0.2718507216226376
22501	-0.2718507216226376
23001	-0.271926677885621
23001	-0.271926677885621
23001	-0.271926677885621
23501	-0.2720086390066456
23501	-0.2720086390066456
24001	-0.2722196516171708
24501	-0.2726109829997159
25001	-0.27296490887358194
25001	-0.27296490887358194
25501	-0.2729178461082292
26001	-0.2728930971178939
26001	-0.2728930971178939
26501	-0.2729067054051242
27001	-0.2731962992679961
27001	-0.2731962992679961
27501	-0.2734482754271916
27501	-0.2734482754271916
28001	-0.2733995152833066
28001	-0.2733995152833066
28501	-0.2736639406534478
29001	-0.27363290849101973
29501	-0.27393095243527177
30001	-0.2738879961794494
30501	-0.27415314109777256
30501	-0.27415314109777256
30501	-0.27415314109777256
31001	-0.2741732074764569
31001	-0.2741732074764569
31501	-0.2743560462997745
32001	-0.2745350161217214
32501	-0.27463288737031083
33001	-0.27473301123003
33001	-0.27473301123003
33001	-0.27473301123003
33501	-0.2749265505588584
34001	-0.27497919910335356
34501	-0.2749137453354133
35001	-0.27495176849906433
35501	-0.27503645228103163
36001	-0.27509584486214084
36001	-0.27509584486214084
36001	-0.27509584486214084
36001	-0.27509584486214084
36001	-0.27509584486214084
36001	-0.27509584486214084
36001	-0.27509584486214084
36001	-0.27509584486214084
36501	-0.2752276345357234
37001	-0.2753214519289556
37501	-0.2754500218059899
38001	-0.2755471025820443
38501	-0.27559258530611364
39001	-0.27555284940279184
39001	-0.27555284940279184
39501	-0.27554984882739586
40001	-0.275585708414221
40501	-0.2755020751461878
41001	-0.27549919497592923
41501	-0.2754894126019511
42001	-0.2754998791706769
42501	-0.2755633520385208
43001	-0.27540225740954133
43501	-0.27556334624541773
44001	-0.27557495480458905
44501	-0.27573111032823466
45001	-0.2755204706710534
45001	-0.2755204706710534
45001	-0.2755204706710534
45001	-0.2755204706710534
45001	-0.2755204706710534
45001	-0.2755204706710534
45001	-0.2755204706710534
45001	-0.2755204706710534
45501	-0.27569282671061096
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46001	-0.2755096351016331
46501	-0.2754409985364807
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47001	-0.27551297532120755
47501	-0.27561379633119176
48001	-0.27549603645399184
48501	-0.2754022399497812
49001	-0.27541605743002173
49501	-0.27541848572902583
50001	-0.27538223567624787
50501	-0.27529342683993896
50501	-0.27529342683993896
50501	-0.27529342683993896
50501	-0.27529342683993896
51001	-0.27538906455282686
51501	-0.27546094815256406
51501	-0.27546094815256406
52001	-0.2754194745096564
52001	-0.2754194745096564
52001	-0.2754194745096564
52001	-0.2754194745096564
52501	-0.27540061654724834
53001	-0.27550043132648433
53501	-0.2754853889645932
53501	-0.2754853889645932
53501	-0.2754853889645932
53501	-0.2754853889645932
53501	-0.2754853889645932
54001	-0.27553791466682226
54501	-0.2754354428913839
55001	-0.27544530716440807
55001	-0.27544530716440807
55501	-0.27551301053226696
56001	-0.2753896113918305
56501	-0.2754841820760627
56501	-0.2754841820760627
56501	-0.2754841820760627
57001	-0.27550174116213183
57501	-0.2756057188642154
58001	-0.2755588296856797
58501	-0.27545763095755005
58501	-0.27545763095755005
59001	-0.27538036758561635
59501	-0.27528844501016114
60001	-0.27519970059656385
60501	-0.2750623928558992
61001	-0.27509234179606085
61501	-0.2751348469087396
61501	-0.2751348469087396
61501	-0.2751348469087396
61501	-0.2751348469087396
62001	-0.27522044032918136
62501	-0.27510669515342884
63001	-0.27497840887688807
63501	-0.274918130234729
63501	-0.274918130234729
63501	-0.274918130234729
64001	-0.27489472862791325
64501	-0.27483648336254624
65001	-0.2748581606011696
65501	-0.2747943513190748
66001	-0.2747031574249926
66501	-0.2746325360961065
67001	-0.2746277128460946
67501	-0.27454403253477383
68001	-0.2745376280949898
68501	-0.27451238540435063
69001	-0.27444042890261255
69001	-0.27444042890261255
69001	-0.27444042890261255
69001	-0.27444042890261255
69001	-0.27444042890261255
69001	-0.27444042890261255
69501	-0.27427526765892457
69501	-0.27427526765892457
70001	-0.27416399246225515
70501	-0.27409851206834035
70501	-0.27409851206834035
71001	-0.2740386548917749
71501	-0.27398371748639366
71501	-0.27398371748639366
72001	-0.2739036722328656
72501	-0.27373596561276614
73001	-0.27365318981407405
73501	-0.2735284375673756
74001	-0.2735124292563199
74501	-0.2734958405114181
75001	-0.2733131593562467
75001	-0.2733131593562467
75501	-0.2732003788902883
76001	-0.27309178049133953
76501	-0.2729501437593669
76501	-0.2729501437593669
76501	-0.2729501437593669
77001	-0.2729376542067714
77501	-0.2727933901182534
78001	-0.2726618710508351
78501	-0.2725977193741557
79001	-0.2724506002913171
79501	-0.27234905765257883
80001	-0.27224175731927375
80501	-0.27214912868412316
81001	-0.27195238137844263
81001	-0.27195238137844263
81501	-0.2718162904842584
81501	-0.2718162904842584
82001	-0.27178396923126047
82001	-0.27178396923126047
82001	-0.27178396923126047
82501	-0.2716782104014864
83001	-0.27153959042434955
83501	-0.27149394248512887
84001	-0.2714521436336247
84501	-0.27130560389986236
84501	-0.27130560389986236
85001	-0.2712383671569827
85501	-0.2710910237929102
85501	-0.2710910237929102
85501	-0.2710910237929102
85501	-0.2710910237929102
86001	-0.2709230520109965
86501	-0.27077189259695994
87001	-0.2706815057959969
87501	-0.2705561530067671
88001	-0.2704587360901285
88001	-0.2704587360901285
88501	-0.2703562478487836
88501	-0.2703562478487836
89001	-0.27022953455154414
89501	-0.2700773284824796
89501	-0.2700773284824796
90001	-0.269978761156896
90001	-0.269978761156896
90001	-0.269978761156896
90501	-0.26985505418265116
90501	-0.26985505418265116
91001	-0.2697556734020057
91001	-0.2697556734020057
91501	-0.2696411041187878
91501	-0.2696411041187878
91501	-0.2696411041187878
92001	-0.2694966612337124
92501	-0.2693990177269282
93001	-0.26923281682970057
93501	-0.269038299515839
94001	-0.26890077074339286
94501	-0.2687804728956516
94501	-0.2687804728956516
95001	-0.2686434741750761
95501	-0.2685442963120675
95501	-0.2685442963120675
96001	-0.26840289698503916
96501	-0.26835350384260154
97001	-0.26823875981958595
97001	-0.26823875981958595
97501	-0.2680952646358236
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98001	-0.26798301197029056
98501	-0.267875538526248
98501	-0.267875538526248
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99001	-0.26775498741927073
99501	-0.2676629708031463
99501	-0.2676629708031463
