#iterations	mean Measure
1	0.0
501	4.5198609000842414E-4
1001	4.1165861418114065E-4
1501	4.427723673648241E-4
2001	4.4915501483315225E-4
2501	3.609575408021411E-4
3001	3.021432070841597E-4
3501	3.128824535773729E-4
4001	2.742451023569653E-4
4001	2.742451023569653E-4
4501	2.813263268147135E-4
5001	2.536965554832739E-4
5501	2.615838313186728E-4
6001	2.4032024328344843E-4
6501	2.424348173629575E-4
7001	2.3267019160934957E-4
7501	2.28348310023317E-4
8001	2.300837528872571E-4
8501	2.180139820473867E-4
8501	2.180139820473867E-4
8501	2.180139820473867E-4
9001	2.2112150872425086E-4
9501	2.1925750374142126E-4
