#iterations	mean Measure
1	-0.45978130489292485
501	-0.26534863181952606
1001	-0.26793748823143965
1501	-0.27246082494447693
2001	-0.2619935871644947
2501	-0.25596287824312686
2501	-0.25596287824312686
3001	-0.2551607649789976
3501	-0.25601597999016323
3501	-0.25601597999016323
4001	-0.25666583157809497
4001	-0.25666583157809497
4001	-0.25666583157809497
4501	-0.2578020254872753
5001	-0.2586057192680543
5501	-0.2582526682872465
6001	-0.2588557338070053
6501	-0.2593093075147544
6501	-0.2593093075147544
7001	-0.2600985141996393
7501	-0.26057867595285583
8001	-0.26068005449910236
8501	-0.2614734308256017
9001	-0.26217171348839574
9501	-0.2639228219877167
