#iterations	mean Measure
1	0.0
501	-0.26041237315199967
1001	-0.26949313448739454
1501	-0.27159913365317717
2001	-0.2658313949460613
2501	-0.2573034431853676
3001	-0.25357784079045764
3501	-0.2524094818014007
4001	-0.2560919570781361
4001	-0.2560919570781361
4001	-0.2560919570781361
4501	-0.2584051414901697
5001	-0.25898965828123793
5501	-0.26106268398670696
6001	-0.2609315674039202
6501	-0.2609906857737726
7001	-0.26040161892178704
7501	-0.2612614602301114
8001	-0.26219025151516684
8501	-0.26312207084047484
8501	-0.26312207084047484
9001	-0.2631052128263368
9501	-0.26379880498733305
