Description	Target	Measure	E11	E10	E01
["""col_1110""" = 2]	[Target]	0.0	0.0	1086.0	0.0
["""col_1573""" = 3]	[Target]	0.0	0.0	1181.0	0.0
["""col_65""" = 0]	[Target]	0.0	0.0	1172.0	0.0
["""col_1002""" = 1]	[Target]	0.0	0.0	1155.0	0.0
["""col_1607""" = 4]	[Target]	0.0	0.0	1115.0	0.0
["""col_220""" = 1]	[Target]	0.0	0.0	1107.0	0.0
["""col_148""" = 0], ["""col_1430""" = 4], ["""col_1843""" = 1]	[Target]	0.0	0.0	53.0	0.0
["""col_148""" = 0]	[Target]	0.0	0.0	1137.0	0.0
["""col_1414""" = 0]	[Target]	0.0	0.0	1080.0	0.0
["""col_654""" = 3]	[Target]	0.0	0.0	1172.0	0.0
["""col_768""" = 0]	[Target]	0.0	0.0	1104.0	0.0
["""col_501""" = 4]	[Target]	0.0	0.0	1112.0	0.0
["""col_113""" = 4], ["""col_446""" = 0], ["""col_1397""" = 4]	[Target]	0.0	0.0	55.0	0.0
["""col_1397""" = 4]	[Target]	0.0	0.0	1144.0	0.0
["""col_1140""" = 1]	[Target]	0.0	0.0	1135.0	0.0
["""col_728""" = 3], ["""col_791""" = 2]	[Target]	0.0	0.0	248.0	0.0
["""col_791""" = 2]	[Target]	0.0	0.0	1141.0	0.0
["""col_528""" = 2]	[Target]	0.0	0.0	1083.0	0.0
["""col_1977""" = 3]	[Target]	0.0	0.0	1089.0	0.0
["""col_992""" = 1], ["""col_1608""" = 2]	[Target]	0.0	0.0	218.0	0.0
["""col_992""" = 1]	[Target]	0.0	0.0	1141.0	0.0
["""col_930""" = 1]	[Target]	0.0	0.0	1172.0	0.0
["""col_1852""" = 3]	[Target]	0.0	0.0	1043.0	0.0
["""col_1954""" = 1]	[Target]	0.0	0.0	1104.0	0.0
["""col_1700""" = 4]	[Target]	0.0	0.0	1149.0	0.0
["""col_1618""" = 0]	[Target]	0.0	0.0	1144.0	0.0
["""col_1656""" = 4]	[Target]	0.0	0.0	1116.0	0.0
["""col_281""" = 4], ["""col_1512""" = 0], ["""col_1673""" = 0]	[Target]	0.0	0.0	46.0	0.0
["""col_1673""" = 0]	[Target]	0.0	0.0	1178.0	0.0
["""col_78""" = 2]	[Target]	0.0	0.0	1127.0	0.0
["""col_1648""" = 1]	[Target]	0.0	0.0	1150.0	0.0
["""col_1431""" = 3]	[Target]	0.0	0.0	1092.0	0.0
["""col_128""" = 4]	[Target]	0.0	0.0	1082.0	0.0
["""col_738""" = 0]	[Target]	0.0	0.0	1127.0	0.0
["""col_236""" = 1]	[Target]	0.0	0.0	1135.0	0.0
["""col_236""" = 3]	[Target]	0.0	0.0	1105.0	0.0
["""col_920""" = 1]	[Target]	0.0	0.0	1094.0	0.0
["""col_458""" = 1]	[Target]	0.0	0.0	1121.0	0.0
["""col_1552""" = 2]	[Target]	0.0	0.0	1101.0	0.0
["""col_977""" = 4]	[Target]	0.0	0.0	1182.0	0.0
["""col_114""" = 2]	[Target]	0.0	0.0	1176.0	0.0
["""col_1818""" = 4]	[Target]	0.0	0.0	1137.0	0.0
["""col_1576""" = 0]	[Target]	0.0	0.0	1098.0	0.0
["""col_1267""" = 0]	[Target]	0.0	0.0	1137.0	0.0
["""col_1442""" = 3]	[Target]	0.0	0.0	1099.0	0.0
["""col_222""" = 2], ["""col_223""" = 3], ["""col_706""" = 1]	[Target]	0.0	0.0	59.0	0.0
["""col_223""" = 3]	[Target]	0.0	0.0	1168.0	0.0
["""col_759""" = 3]	[Target]	0.0	0.0	1092.0	0.0
["""col_1679""" = 0]	[Target]	0.0	0.0	1133.0	0.0
["""col_1924""" = 0]	[Target]	0.0	0.0	1142.0	0.0
