#iterations	mean Measure
1	5.017568794193079E-4
501	5.445963566687289E-4
1001	4.915253981209293E-4
1501	4.4279886829187026E-4
2001	4.499754906900145E-4
2501	3.612870496093327E-4
3001	3.0207348560075967E-4
3501	3.1048361163127277E-4
4001	2.720612743147304E-4
4001	2.720612743147304E-4
4001	2.720612743147304E-4
4001	2.720612743147304E-4
4001	2.720612743147304E-4
4001	2.720612743147304E-4
4501	2.802396844813785E-4
5001	2.534557108039459E-4
5501	2.5924882038720143E-4
6001	2.3809457913723556E-4
6501	2.4348170983754883E-4
6501	2.4348170983754883E-4
6501	2.4348170983754883E-4
7001	2.3241312421241688E-4
7501	2.2959432670892414E-4
7501	2.2959432670892414E-4
8001	2.3128503681740881E-4
8501	2.1949684785923317E-4
9001	2.2141538033894963E-4
9501	2.201422674058942E-4
9501	2.201422674058942E-4
10001	2.1396151279969058E-4
10501	2.1590507094621555E-4
11001	2.0989009969346676E-4
11501	2.0737584414637743E-4
12001	2.0775249924495176E-4
12501	2.039669976834814E-4
13001	2.000926200204881E-4
13501	1.9974132749643196E-4
13501	1.9974132749643196E-4
13501	1.9974132749643196E-4
14001	1.9858949703264878E-4
14501	1.9504192522549528E-4
15001	1.9189396542205233E-4
15001	1.9189396542205233E-4
15501	1.9151764144165198E-4
16001	1.902314929298528E-4
16501	1.8843974801796028E-4
17001	1.857212972270237E-4
17501	1.8355996863352665E-4
18001	1.827541039362077E-4
18001	1.827541039362077E-4
18001	1.827541039362077E-4
18001	1.827541039362077E-4
18501	1.8170260938082423E-4
19001	1.8071286914490085E-4
19501	1.7901865358918464E-4
20001	1.7709634268231085E-4
20501	1.752380070961888E-4
21001	1.7285956437914965E-4
21501	1.7144277003015282E-4
22001	1.7033738123943982E-4
22501	1.6956594575780196E-4
23001	1.683942321460034E-4
23501	1.677464052931458E-4
23501	1.677464052931458E-4
23501	1.677464052931458E-4
23501	1.677464052931458E-4
24001	1.6690835086857208E-4
24501	1.6626824575033988E-4
25001	1.6541732846100116E-4
25501	1.6430498976806738E-4
26001	1.630814477006467E-4
26501	1.6205890884055614E-4
26501	1.6205890884055614E-4
27001	1.6125118851881116E-4
27501	1.60333230241459E-4
27501	1.60333230241459E-4
27501	1.60333230241459E-4
27501	1.60333230241459E-4
27501	1.60333230241459E-4
27501	1.60333230241459E-4
28001	1.5986414554460232E-4
28501	1.593841630377129E-4
29001	1.5868950472255878E-4
29501	1.582745862690604E-4
30001	1.5755274009469976E-4
30501	1.5674365008696425E-4
31001	1.557101936820683E-4
31501	1.548390906659104E-4
32001	1.5447020337951213E-4
32001	1.5447020337951213E-4
32501	1.5396858449325275E-4
33001	1.538088392336834E-4
33501	1.532199812247208E-4
34001	1.524307193139944E-4
34001	1.524307193139944E-4
34501	1.5159556913388873E-4
35001	1.511173121525071E-4
35501	1.510111116030712E-4
36001	1.4996801908569152E-4
36001	1.4996801908569152E-4
36501	1.4978920115523865E-4
37001	1.4960666679156206E-4
37501	1.493942014371996E-4
