Description	Target	Measure	E11	E10	E01
["""col_1250""" = 4]	[Target]	0.0	0.0	1102.0	0.0
["""col_550""" = 3], ["""col_611""" = 3], ["""col_1116""" = 4], ["""col_1351""" = 2]	[Target]	0.0	0.0	12.0	0.0
["""col_1351""" = 2]	[Target]	0.0	0.0	1092.0	0.0
["""col_1802""" = 2]	[Target]	0.0	0.0	1146.0	0.0
["""col_1759""" = 2]	[Target]	0.0	0.0	1129.0	0.0
["""col_340""" = 0]	[Target]	0.0	0.0	1131.0	0.0
["""col_1847""" = 0]	[Target]	0.0	0.0	1133.0	0.0
["""col_699""" = 3]	[Target]	0.0	0.0	1109.0	0.0
["""col_1216""" = 0], ["""col_1312""" = 4]	[Target]	0.0	0.0	230.0	0.0
["""col_1216""" = 0]	[Target]	0.0	0.0	1128.0	0.0
["""col_323""" = 3], ["""col_730""" = 0]	[Target]	0.0	0.0	246.0	0.0
["""col_323""" = 3]	[Target]	0.0	0.0	1153.0	0.0
["""col_3""" = 0], ["""col_741""" = 0], ["""col_871""" = 2]	[Target]	0.0	0.0	47.0	0.0
["""col_3""" = 0]	[Target]	0.0	0.0	1166.0	0.0
["""col_290""" = 4]	[Target]	0.0	0.0	1108.0	0.0
["""col_1932""" = 2]	[Target]	0.0	0.0	1067.0	0.0
["""col_345""" = 2]	[Target]	0.0	0.0	1105.0	0.0
["""col_1088""" = 2]	[Target]	0.0	0.0	1072.0	0.0
["""col_1510""" = 0]	[Target]	0.0	0.0	1171.0	0.0
["""col_258""" = 3]	[Target]	0.0	0.0	1056.0	0.0
["""col_549""" = 3]	[Target]	0.0	0.0	1156.0	0.0
["""col_461""" = 4]	[Target]	0.0	0.0	1112.0	0.0
["""col_1385""" = 2]	[Target]	0.0	0.0	1137.0	0.0
["""col_1060""" = 2]	[Target]	0.0	0.0	1148.0	0.0
["""col_1072""" = 4], ["""col_1417""" = 0]	[Target]	0.0	0.0	216.0	0.0
["""col_1072""" = 4]	[Target]	0.0	0.0	1083.0	0.0
["""col_1263""" = 4]	[Target]	0.0	0.0	1159.0	0.0
["""col_461""" = 3], ["""col_1194""" = 3], ["""col_1491""" = 1]	[Target]	0.0	0.0	48.0	0.0
["""col_1491""" = 1]	[Target]	0.0	0.0	1121.0	0.0
["""col_1678""" = 1]	[Target]	0.0	0.0	1092.0	0.0
["""col_279""" = 3], ["""col_636""" = 2]	[Target]	0.0	0.0	232.0	0.0
["""col_279""" = 3]	[Target]	0.0	0.0	1128.0	0.0
["""col_128""" = 4]	[Target]	0.0	0.0	1082.0	0.0
["""col_1382""" = 1], ["""col_1712""" = 0]	[Target]	0.0	0.0	219.0	0.0
["""col_1382""" = 1]	[Target]	0.0	0.0	1097.0	0.0
["""col_682""" = 0]	[Target]	0.0	0.0	1147.0	0.0
["""col_1109""" = 4]	[Target]	0.0	0.0	1128.0	0.0
["""col_1355""" = 3]	[Target]	0.0	0.0	1091.0	0.0
["""col_1037""" = 0], ["""col_1429""" = 4], ["""col_1488""" = 3]	[Target]	0.0	0.0	51.0	0.0
["""col_1037""" = 0]	[Target]	0.0	0.0	1155.0	0.0
["""col_1232""" = 3]	[Target]	0.0	0.0	1153.0	0.0
["""col_153""" = 1]	[Target]	0.0	0.0	1079.0	0.0
["""col_1517""" = 4]	[Target]	0.0	0.0	1097.0	0.0
["""col_1789""" = 4]	[Target]	0.0	0.0	1085.0	0.0
["""col_1938""" = 3]	[Target]	0.0	0.0	1123.0	0.0
["""col_72""" = 0]	[Target]	0.0	0.0	1133.0	0.0
["""col_112""" = 2]	[Target]	0.0	0.0	1094.0	0.0
["""col_244""" = 1]	[Target]	0.0	0.0	1110.0	0.0
["""col_194""" = 3]	[Target]	0.0	0.0	1100.0	0.0
["""col_492""" = 1]	[Target]	0.0	0.0	1150.0	0.0
