Description	Target	Measure	E11	E10	E01
["""col_601""" = 2]	[Target]	0.0	0.0	1118.0	0.0
["""col_166""" = 4], ["""col_1034""" = 3], ["""col_1891""" = 1], ["""col_1931""" = 2]	[Target]	0.0	0.0	12.0	0.0
["""col_1034""" = 3]	[Target]	0.0	0.0	1120.0	0.0
["""col_933""" = 2], ["""col_1561""" = 1]	[Target]	0.0	0.0	228.0	0.0
["""col_933""" = 2]	[Target]	0.0	0.0	1122.0	0.0
["""col_1548""" = 3], ["""col_1695""" = 3]	[Target]	0.0	0.0	234.0	0.0
["""col_1695""" = 3]	[Target]	0.0	0.0	1136.0	0.0
["""col_531""" = 3]	[Target]	0.0	0.0	1083.0	0.0
["""col_1363""" = 3]	[Target]	0.0	0.0	1110.0	0.0
["""col_1687""" = 1]	[Target]	0.0	0.0	1144.0	0.0
["""col_91""" = 4]	[Target]	0.0	0.0	1108.0	0.0
["""col_601""" = 4]	[Target]	0.0	0.0	1103.0	0.0
["""col_1136""" = 4]	[Target]	0.0	0.0	1215.0	0.0
["""col_1803""" = 1]	[Target]	0.0	0.0	1079.0	0.0
["""col_198""" = 3]	[Target]	0.0	0.0	1089.0	0.0
["""col_872""" = 4], ["""col_899""" = 1], ["""col_1025""" = 1], ["""col_1130""" = 2]	[Target]	0.0	0.0	11.0	0.0
["""col_1130""" = 2]	[Target]	0.0	0.0	1128.0	0.0
["""col_1165""" = 4]	[Target]	0.0	0.0	1110.0	0.0
["""col_1849""" = 0]	[Target]	0.0	0.0	1120.0	0.0
["""col_1914""" = 3]	[Target]	0.0	0.0	1110.0	0.0
["""col_659""" = 0]	[Target]	0.0	0.0	1109.0	0.0
["""col_1827""" = 4]	[Target]	0.0	0.0	1082.0	0.0
["""col_983""" = 1], ["""col_1573""" = 1], ["""col_1916""" = 0]	[Target]	0.0	0.0	46.0	0.0
["""col_983""" = 1]	[Target]	0.0	0.0	1135.0	0.0
["""col_1175""" = 3]	[Target]	0.0	0.0	1110.0	0.0
["""col_1566""" = 3]	[Target]	0.0	0.0	1112.0	0.0
["""col_881""" = 3]	[Target]	0.0	0.0	1112.0	0.0
["""col_1146""" = 1]	[Target]	0.0	0.0	1136.0	0.0
["""col_1817""" = 2]	[Target]	0.0	0.0	1106.0	0.0
["""col_1291""" = 1]	[Target]	0.0	0.0	1130.0	0.0
["""col_1547""" = 0]	[Target]	0.0	0.0	1040.0	0.0
["""col_337""" = 2], ["""col_1164""" = 0], ["""col_1976""" = 0]	[Target]	0.0	0.0	39.0	0.0
["""col_337""" = 2]	[Target]	0.0	0.0	1066.0	0.0
["""col_480""" = 4], ["""col_488""" = 1], ["""col_937""" = 4]	[Target]	0.0	0.0	46.0	0.0
["""col_937""" = 4]	[Target]	0.0	0.0	1138.0	0.0
["""col_1952""" = 1]	[Target]	0.0	0.0	1170.0	0.0
["""col_1905""" = 1]	[Target]	0.0	0.0	1131.0	0.0
["""col_734""" = 1], ["""col_1029""" = 4], ["""col_1658""" = 4], ["""col_1985""" = 0]	[Target]	0.0	0.0	13.0	0.0
["""col_734""" = 1]	[Target]	0.0	0.0	1138.0	0.0
["""col_1008""" = 0]	[Target]	0.0	0.0	1118.0	0.0
["""col_1235""" = 3]	[Target]	0.0	0.0	1095.0	0.0
["""col_1771""" = 4]	[Target]	0.0	0.0	1143.0	0.0
["""col_1866""" = 3]	[Target]	0.0	0.0	1105.0	0.0
["""col_1322""" = 1]	[Target]	0.0	0.0	1087.0	0.0
["""col_610""" = 1]	[Target]	0.0	0.0	1104.0	0.0
["""col_471""" = 2]	[Target]	0.0	0.0	1111.0	0.0
["""col_1877""" = 4]	[Target]	0.0	0.0	1113.0	0.0
["""col_848""" = 3], ["""col_1599""" = 3], ["""col_1736""" = 1]	[Target]	0.0	0.0	54.0	0.0
["""col_1599""" = 3]	[Target]	0.0	0.0	1142.0	0.0
["""col_465""" = 4], ["""col_627""" = 1], ["""col_1600""" = 0]	[Target]	0.0	0.0	47.0	0.0
