#iterations	mean Measure
1	0.0015130691983317912
501	3.637145044859815E-4
1001	4.3722730312595494E-4
1501	4.494462813331388E-4
2001	4.499098316750926E-4
2001	4.499098316750926E-4
2001	4.499098316750926E-4
2501	3.611195671994567E-4
3001	3.014346914803419E-4
3501	3.0814773201650204E-4
4001	2.703580237089709E-4
4501	2.779207080276829E-4
5001	2.510505806219375E-4
5501	2.5551760545957454E-4
5501	2.5551760545957454E-4
6001	2.346187258009638E-4
6501	2.4411411220122322E-4
7001	2.2939477122304393E-4
7501	2.2963151489051707E-4
8001	2.303780366174093E-4
8501	2.192554675254468E-4
9001	2.2205430336006953E-4
9501	2.1909440709909592E-4
